team,season,wins,losses,ortg,drtg,nrtg,pace,ts_pct,efg_pct,tov_pct,orb_pct,sos,srs,wins_lag1,ortg_lag1,drtg_lag1,wins_lag2,ortg_lag2,drtg_lag2,wins_lag3,ortg_lag3,drtg_lag3,wins_trend_1yr,wins_trend_2yr,target_next_wins,target_next_ortg,target_next_drtg,is_training
SAS,2022-23,22.0,60.0,110.2,120.0,-9.8,101.6,0.554,0.525,13.0,25.6,0.22,-9.82,34.0,112.4,112.3,33.0,111.0,112.8,0.0,0.0,0.0,-12.0,-11.0,22.0,110.0,116.4,True
SAS,2023-24,22.0,60.0,110.0,116.4,-6.4,101.1,0.563,0.532,13.2,22.9,0.69,-5.8,22.0,110.2,120.0,34.0,112.4,112.3,33.0,111.0,112.8,0.0,-12.0,34.0,114.4,117.2,True
SAS,2024-25,34.0,48.0,114.4,117.2,-2.8,99.3,0.575,0.544,12.3,24.3,0.31,-2.45,22.0,110.0,116.4,22.0,110.2,120.0,34.0,112.4,112.3,12.0,12.0,0.0,0.0,0.0,False
TOR,2020-21,27.0,45.0,112.0,112.5,-0.5,99.2,0.567,0.529,11.9,20.8,-0.07,-0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,112.9,110.5,True
TOR,2021-22,48.0,34.0,112.9,110.5,2.4,96.0,0.543,0.51,11.0,28.4,0.08,2.38,27.0,112.0,112.5,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,41.0,115.5,114.0,True
TOR,2022-23,41.0,41.0,115.5,114.0,1.5,97.1,0.555,0.517,10.3,27.8,0.12,1.59,48.0,112.9,110.5,27.0,112.0,112.5,0.0,0.0,0.0,-7.0,14.0,25.0,112.3,118.8,True
TOR,2023-24,25.0,57.0,112.3,118.8,-6.5,99.4,0.566,0.535,12.4,24.2,-0.01,-6.45,41.0,115.5,114.0,48.0,112.9,110.5,27.0,112.0,112.5,-16.0,-23.0,30.0,110.5,114.8,True
TOR,2024-25,30.0,52.0,110.5,114.8,-4.3,99.7,0.553,0.522,13.3,27.3,-0.11,-4.4,25.0,112.3,118.8,41.0,115.5,114.0,48.0,112.9,110.5,5.0,-11.0,0.0,0.0,0.0,False
UTA,2020-21,52.0,20.0,117.6,108.3,9.3,98.5,0.597,0.563,12.7,24.5,-0.29,8.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,116.7,110.5,True
UTA,2021-22,49.0,33.0,116.7,110.5,6.2,97.1,0.589,0.555,12.7,25.4,-0.37,5.67,52.0,117.6,108.3,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,37.0,115.8,116.7,True
UTA,2022-23,37.0,45.0,115.8,116.7,-0.9,100.5,0.584,0.547,13.3,26.8,-0.09,-1.03,49.0,116.7,110.5,52.0,117.6,108.3,0.0,0.0,0.0,-12.0,-15.0,31.0,115.5,120.4,True
UTA,2023-24,31.0,51.0,115.5,120.4,-4.9,99.5,0.579,0.539,13.6,28.1,0.68,-4.22,37.0,115.8,116.7,49.0,116.7,110.5,52.0,117.6,108.3,-6.0,-18.0,17.0,111.2,120.4,True
UTA,2024-25,17.0,65.0,111.2,120.4,-9.2,100.0,0.568,0.533,14.9,26.9,0.83,-8.51,31.0,115.5,120.4,37.0,115.8,116.7,49.0,116.7,110.5,-14.0,-20.0,0.0,0.0,0.0,False
WAS,2020-21,34.0,38.0,111.2,113.0,-1.8,104.1,0.569,0.531,12.3,21.3,-0.01,-1.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,111.1,114.5,True
WAS,2021-22,35.0,47.0,111.1,114.5,-3.4,97.0,0.568,0.532,12.1,20.9,0.15,-3.23,34.0,111.2,113.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,114.4,115.6,True
WAS,2022-23,35.0,47.0,114.4,115.6,-1.2,98.6,0.585,0.55,12.7,22.6,0.15,-1.06,35.0,111.1,114.5,34.0,111.2,113.0,0.0,0.0,0.0,0.0,1.0,15.0,110.5,119.6,True
WAS,2023-24,15.0,67.0,110.5,119.6,-9.1,102.7,0.567,0.538,12.2,20.0,0.0,-9.29,35.0,114.4,115.6,35.0,111.1,114.5,34.0,111.2,113.0,-20.0,-20.0,18.0,106.8,119.1,True
WAS,2024-25,18.0,64.0,106.8,119.1,-12.3,100.9,0.546,0.512,13.6,22.7,0.3,-12.14,15.0,110.5,119.6,35.0,114.4,115.6,35.0,111.1,114.5,3.0,-17.0,0.0,0.0,0.0,False
